course_id,year,month,day,sched_1_355,sched_2_1035,sched_3_418,sched_4_2543,stop_1_355,stop_2_1035,stop_3_418,stop_4_2543,stay_1_355,stay_2_1035,stay_3_418,stay_4_2543,daily_course,weekly_course,df1,df2,df3
1143537,2020,2,7,2020-02-07-11-39,2020-02-07-11-41,2020-02-07-11-43,2020-02-07-11-46,2020-02-07-11-39,2020-02-07-11-41,2020-02-07-11-43,2020-02-07-11-46,2,0.5,2,1,6,6,0.001388889,0.001388889,0.002083333
1143539,2020,2,7,2020-02-07-12-50,2020-02-07-12-52,2020-02-07-12-54,2020-02-07-12-57,2020-02-07-12-51,2020-02-07-12-54,2020-02-07-12-55,2020-02-07-12-58,2,0.5,1,1,7,7,0.002083333,0.000694444,0.002083333
1143541,2020,2,7,2020-02-07-14-01,2020-02-07-14-03,2020-02-07-14-05,2020-02-07-14-08,2020-02-07-14-01,2020-02-07-14-03,2020-02-07-14-04,2020-02-07-14-08,1.5,0.5,1,1,8,8,0.001388889,0.000694444,0.002777778
1143543,2020,2,7,2020-02-07-15-12,2020-02-07-15-14,2020-02-07-15-16,2020-02-07-15-19,2020-02-07-15-12,2020-02-07-15-14,2020-02-07-15-15,2020-02-07-15-18,1,0.5,1,0.5,9,9,0.001388889,0.000694444,0.002083333
1143545,2020,2,7,2020-02-07-16-29,2020-02-07-16-31,2020-02-07-16-33,2020-02-07-16-36,2020-02-07-16-29,2020-02-07-16-31,2020-02-07-16-32,2020-02-07-16-35,1,0,1,1,10,10,0.001388889,0.000694444,0.002083333
1143547,2020,2,7,2020-02-07-17-41,2020-02-07-17-43,2020-02-07-17-45,2020-02-07-17-48,2020-02-07-17-45,2020-02-07-17-48,2020-02-07-17-50,2020-02-07-17-54,1,1,2,1,11,11,0.002083333,0.001388889,0.002777778
1143549,2020,2,7,2020-02-07-18-52,2020-02-07-18-54,2020-02-07-18-56,2020-02-07-18-59,2020-02-07-19-00,2020-02-07-19-02,2020-02-07-19-04,2020-02-07-19-07,1.5,0.5,0.5,1,12,12,0.001388889,0.001388889,0.002083333
1143551,2020,2,7,2020-02-07-19-59,2020-02-07-20-00,2020-02-07-20-02,2020-02-07-20-04,2020-02-07-20-01,2020-02-07-20-02,2020-02-07-20-03,2020-02-07-20-05,0,0,1,0.5,13,13,0.000694444,0.000694444,0.001388889
1143553,2020,2,7,2020-02-07-21-10,2020-02-07-21-11,2020-02-07-21-13,2020-02-07-21-15,2020-02-07-21-10,2020-02-07-21-12,2020-02-07-21-13,2020-02-07-21-15,1,0,0.5,0.5,14,14,0.001388889,0.000694444,0.001388889
1143800,2020,2,8,2020-02-08-05-29,2020-02-08-05-30,2020-02-08-05-31,2020-02-08-05-33,2020-02-08-05-27,2020-02-08-05-28,2020-02-08-05-29,2020-02-08-05-32,0,0,0,0.5,1,15,0.000694444,0.000694444,0.002083333
1143802,2020,2,8,2020-02-08-06-29,2020-02-08-06-30,2020-02-08-06-31,2020-02-08-06-33,2020-02-08-06-27,2020-02-08-06-29,2020-02-08-06-29,2020-02-08-06-34,0,0,0,0.5,2,16,0.001388889,0,0.003472222
1143804,2020,2,8,2020-02-08-07-39,2020-02-08-07-41,2020-02-08-07-42,2020-02-08-07-44,2020-02-08-07-38,2020-02-08-07-39,2020-02-08-07-40,2020-02-08-07-44,1,0,0,0,3,17,0.000694444,0.000694444,0.002777778
1143806,2020,2,8,2020-02-08-08-42,2020-02-08-08-44,2020-02-08-08-45,2020-02-08-08-47,2020-02-08-08-41,2020-02-08-08-43,2020-02-08-08-44,2020-02-08-08-46,1,0,0,1,4,18,0.001388889,0.000694444,0.001388889
1143808,2020,2,8,2020-02-08-09-56,2020-02-08-09-58,2020-02-08-09-59,2020-02-08-10-01,2020-02-08-09-54,2020-02-08-09-56,2020-02-08-09-57,2020-02-08-10-00,0,0.5,0.5,0,5,19,0.001388889,0.000694444,0.002083333
1143810,2020,2,8,2020-02-08-11-03,2020-02-08-11-05,2020-02-08-11-06,2020-02-08-11-08,2020-02-08-11-02,2020-02-08-11-03,2020-02-08-11-05,2020-02-08-11-08,0.5,0,1,1,6,20,0.000694444,0.001388889,0.002083333
1143812,2020,2,8,2020-02-08-12-06,2020-02-08-12-08,2020-02-08-12-09,2020-02-08-12-11,2020-02-08-12-05,2020-02-08-12-07,2020-02-08-12-08,2020-02-08-12-12,0.5,0,0,1,7,21,0.001388889,0.000694444,0.002777778
1143814,2020,2,8,2020-02-08-13-09,2020-02-08-13-11,2020-02-08-13-12,2020-02-08-13-14,2020-02-08-13-09,2020-02-08-13-11,2020-02-08-13-12,2020-02-08-13-14,2,0,0,1,8,22,0.001388889,0.000694444,0.001388889
1143816,2020,2,8,2020-02-08-14-12,2020-02-08-14-14,2020-02-08-14-15,2020-02-08-14-17,2020-02-08-14-11,2020-02-08-14-14,2020-02-08-14-15,2020-02-08-14-18,2,0,1,1,9,23,0.002083333,0.000694444,0.002083333
1143818,2020,2,8,2020-02-08-15-15,2020-02-08-15-17,2020-02-08-15-18,2020-02-08-15-20,2020-02-08-15-14,2020-02-08-15-16,2020-02-08-15-17,2020-02-08-15-19,2,0.5,0,0.5,10,24,0.001388889,0.000694444,0.001388889
1143820,2020,2,8,2020-02-08-16-26,2020-02-08-16-28,2020-02-08-16-29,2020-02-08-16-31,2020-02-08-16-25,2020-02-08-16-27,2020-02-08-16-28,2020-02-08-16-31,1,1,1,1,11,25,0.001388889,0.000694444,0.002083333
1143822,2020,2,8,2020-02-08-17-31,2020-02-08-17-33,2020-02-08-17-34,2020-02-08-17-36,2020-02-08-17-30,2020-02-08-17-33,2020-02-08-17-34,2020-02-08-17-37,1.5,0,0,1,12,26,0.002083333,0.000694444,0.002083333
1143824,2020,2,8,2020-02-08-18-34,2020-02-08-18-36,2020-02-08-18-37,2020-02-08-18-39,2020-02-08-18-33,2020-02-08-18-35,2020-02-08-18-36,2020-02-08-18-39,2,1,0.5,1,13,27,0.001388889,0.000694444,0.002083333
1143826,2020,2,8,2020-02-08-19-36,2020-02-08-19-37,2020-02-08-19-38,2020-02-08-19-40,2020-02-08-19-37,2020-02-08-19-39,2020-02-08-19-40,2020-02-08-19-44,2,0.5,0,1,14,28,0.001388889,0.000694444,0.002777778
1143828,2020,2,8,2020-02-08-20-44,2020-02-08-20-45,2020-02-08-20-46,2020-02-08-20-48,2020-02-08-20-44,2020-02-08-20-46,2020-02-08-20-47,2020-02-08-20-49,2,0,0,0.5,15,29,0.001388889,0.000694444,0.001388889
1143800,2020,2,9,2020-02-09-05-29,2020-02-09-05-30,2020-02-09-05-31,2020-02-09-05-33,2020-02-09-05-27,2020-02-09-05-28,2020-02-09-05-29,2020-02-09-05-32,0,0,0,0,1,30,0.000694444,0.000694444,0.002083333
1143802,2020,2,9,2020-02-09-06-29,2020-02-09-06-30,2020-02-09-06-31,2020-02-09-06-33,2020-02-09-06-28,2020-02-09-06-30,2020-02-09-06-31,2020-02-09-06-34,1,0,0,0.5,2,31,0.001388889,0.000694444,0.002083333
1143804,2020,2,9,2020-02-09-07-39,2020-02-09-07-41,2020-02-09-07-42,2020-02-09-07-44,2020-02-09-07-38,2020-02-09-07-38,2020-02-09-07-40,2020-02-09-07-43,0,0.5,1,2,3,32,0,0.001388889,0.002083333
1143808,2020,2,9,2020-02-09-09-56,2020-02-09-09-58,2020-02-09-09-59,2020-02-09-10-01,2020-02-09-09-55,2020-02-09-09-56,2020-02-09-09-57,2020-02-09-10-00,1,0,0,1,4,33,0.000694444,0.000694444,0.002083333
1143810,2020,2,9,2020-02-09-11-03,2020-02-09-11-05,2020-02-09-11-06,2020-02-09-11-08,2020-02-09-11-02,2020-02-09-11-02,2020-02-09-11-04,2020-02-09-11-06,0,0,0.5,1,5,34,0,0.001388889,0.001388889
1143812,2020,2,9,2020-02-09-12-06,2020-02-09-12-08,2020-02-09-12-09,2020-02-09-12-11,2020-02-09-12-05,2020-02-09-12-05,2020-02-09-12-07,2020-02-09-12-10,0,0,1,1,6,35,0,0.001388889,0.002083333
1143814,2020,2,9,2020-02-09-13-09,2020-02-09-13-11,2020-02-09-13-12,2020-02-09-13-14,2020-02-09-13-09,2020-02-09-13-11,2020-02-09-13-12,2020-02-09-13-14,1,0,0,1,7,36,0.001388889,0.000694444,0.001388889
1143816,2020,2,9,2020-02-09-14-12,2020-02-09-14-14,2020-02-09-14-15,2020-02-09-14-17,2020-02-09-14-12,2020-02-09-14-13,2020-02-09-14-14,2020-02-09-14-18,0,0.5,0.5,0.5,8,37,0.000694444,0.000694444,0.002777778
1143818,2020,2,9,2020-02-09-15-15,2020-02-09-15-17,2020-02-09-15-18,2020-02-09-15-20,2020-02-09-15-14,2020-02-09-15-16,2020-02-09-15-17,2020-02-09-15-21,1,0.5,0,0.5,9,38,0.001388889,0.000694444,0.002777778
1143820,2020,2,9,2020-02-09-16-26,2020-02-09-16-28,2020-02-09-16-29,2020-02-09-16-31,2020-02-09-16-26,2020-02-09-16-29,2020-02-09-16-29,2020-02-09-16-31,2,0,0,0.5,10,39,0.002083333,0,0.001388889
1143822,2020,2,9,2020-02-09-17-31,2020-02-09-17-33,2020-02-09-17-34,2020-02-09-17-36,2020-02-09-17-30,2020-02-09-17-32,2020-02-09-17-33,2020-02-09-17-37,1,0,1,1,11,40,0.001388889,0.000694444,0.002777778
1143824,2020,2,9,2020-02-09-18-34,2020-02-09-18-36,2020-02-09-18-37,2020-02-09-18-39,2020-02-09-18-33,2020-02-09-18-35,2020-02-09-18-36,2020-02-09-18-39,1,0,0.5,0.5,12,41,0.001388889,0.000694444,0.002083333
1143826,2020,2,9,2020-02-09-19-36,2020-02-09-19-37,2020-02-09-19-38,2020-02-09-19-40,2020-02-09-19-35,2020-02-09-19-37,2020-02-09-19-39,2020-02-09-19-41,1,1,0,1,13,42,0.001388889,0.001388889,0.001388889
1143828,2020,2,9,2020-02-09-20-44,2020-02-09-20-45,2020-02-09-20-46,2020-02-09-20-48,2020-02-09-20-44,2020-02-09-20-46,2020-02-09-20-47,2020-02-09-20-49,1.5,0,0,1,14,43,0.001388889,0.000694444,0.001388889
1143527,2020,2,10,2020-02-10-05-30,2020-02-10-05-31,2020-02-10-05-33,2020-02-10-05-35,2020-02-10-05-30,2020-02-10-05-31,2020-02-10-05-32,2020-02-10-05-36,0.5,0,0,1,1,44,0.000694444,0.000694444,0.002777778
1143529,2020,2,10,2020-02-10-06-42,2020-02-10-06-43,2020-02-10-06-45,2020-02-10-06-47,2020-02-10-06-43,2020-02-10-06-46,2020-02-10-06-47,2020-02-10-06-50,1,0,0,1,2,45,0.002083333,0.000694444,0.002083333
1143531,2020,2,10,2020-02-10-07-44,2020-02-10-07-46,2020-02-10-07-48,2020-02-10-07-51,2020-02-10-07-52,2020-02-10-07-54,2020-02-10-07-55,2020-02-10-08-00,1,0,1,1,3,46,0.001388889,0.000694444,0.003472222
1143533,2020,2,10,2020-02-10-08-58,2020-02-10-09-00,2020-02-10-09-02,2020-02-10-09-05,2020-02-10-09-19,2020-02-10-09-21,2020-02-10-09-22,2020-02-10-09-26,1,0,1,1,4,47,0.001388889,0.000694444,0.002777778
1143535,2020,2,10,2020-02-10-10-28,2020-02-10-10-30,2020-02-10-10-32,2020-02-10-10-35,2020-02-10-10-28,2020-02-10-10-29,2020-02-10-10-31,2020-02-10-10-34,0.5,0.5,1,1,5,48,0.000694444,0.001388889,0.002083333
1143537,2020,2,10,2020-02-10-11-39,2020-02-10-11-41,2020-02-10-11-43,2020-02-10-11-46,2020-02-10-11-39,2020-02-10-11-42,2020-02-10-11-43,2020-02-10-11-44,1,1,0,1,6,49,0.002083333,0.000694444,0.000694444
1143539,2020,2,10,2020-02-10-12-50,2020-02-10-12-52,2020-02-10-12-54,2020-02-10-12-57,2020-02-10-12-49,2020-02-10-12-51,2020-02-10-12-53,2020-02-10-12-56,0,0,1,1,7,50,0.001388889,0.001388889,0.002083333
1143541,2020,2,10,2020-02-10-14-01,2020-02-10-14-03,2020-02-10-14-05,2020-02-10-14-08,2020-02-10-14-01,2020-02-10-14-03,2020-02-10-14-04,2020-02-10-14-08,1.5,1,1,0.5,8,51,0.001388889,0.000694444,0.002777778
1143543,2020,2,10,2020-02-10-15-12,2020-02-10-15-14,2020-02-10-15-16,2020-02-10-15-19,2020-02-10-15-11,2020-02-10-15-13,2020-02-10-15-15,2020-02-10-15-17,0,1,1,1,9,52,0.001388889,0.001388889,0.001388889
1143545,2020,2,10,2020-02-10-16-29,2020-02-10-16-31,2020-02-10-16-33,2020-02-10-16-36,2020-02-10-16-29,2020-02-10-16-30,2020-02-10-16-32,2020-02-10-16-35,1,0.5,1,1,10,53,0.000694444,0.001388889,0.002083333
1143547,2020,2,10,2020-02-10-17-41,2020-02-10-17-43,2020-02-10-17-45,2020-02-10-17-48,2020-02-10-17-44,2020-02-10-17-46,2020-02-10-17-49,2020-02-10-17-52,1,1,1,0.5,11,54,0.001388889,0.002083333,0.002083333
1143549,2020,2,10,2020-02-10-18-52,2020-02-10-18-54,2020-02-10-18-56,2020-02-10-18-59,2020-02-10-18-52,2020-02-10-18-55,2020-02-10-18-58,2020-02-10-19-01,2,1,1,1,12,55,0.002083333,0.002083333,0.002083333
1143551,2020,2,10,2020-02-10-19-59,2020-02-10-20-00,2020-02-10-20-02,2020-02-10-20-04,2020-02-10-20-00,2020-02-10-20-02,2020-02-10-20-02,2020-02-10-20-06,1,0,0,1,13,56,0.001388889,0,0.002777778
1143553,2020,2,10,2020-02-10-21-10,2020-02-10-21-11,2020-02-10-21-13,2020-02-10-21-15,2020-02-10-21-09,2020-02-10-21-11,2020-02-10-21-12,2020-02-10-21-15,1,0,1,1,14,57,0.001388889,0.000694444,0.002083333
1143527,2020,2,11,2020-02-11-05-30,2020-02-11-05-31,2020-02-11-05-33,2020-02-11-05-35,2020-02-11-05-29,2020-02-11-05-30,2020-02-11-05-32,2020-02-11-05-35,0,0,1,0.5,1,58,0.000694444,0.001388889,0.002083333
1143529,2020,2,11,2020-02-11-06-42,2020-02-11-06-43,2020-02-11-06-45,2020-02-11-06-47,2020-02-11-06-41,2020-02-11-06-43,2020-02-11-06-44,2020-02-11-06-48,1,0.5,2,0,2,59,0.001388889,0.000694444,0.002777778
1143531,2020,2,11,2020-02-11-07-44,2020-02-11-07-46,2020-02-11-07-48,2020-02-11-07-51,2020-02-11-07-54,2020-02-11-07-56,2020-02-11-07-57,2020-02-11-08-00,1,0.5,0,1,3,60,0.001388889,0.000694444,0.002083333
1143533,2020,2,11,2020-02-11-08-58,2020-02-11-09-00,2020-02-11-09-02,2020-02-11-09-05,2020-02-11-09-06,2020-02-11-09-09,2020-02-11-09-10,2020-02-11-09-12,1,0,0,0.5,4,61,0.002083333,0.000694444,0.001388889
1143535,2020,2,11,2020-02-11-10-28,2020-02-11-10-30,2020-02-11-10-32,2020-02-11-10-35,2020-02-11-10-30,2020-02-11-10-31,2020-02-11-10-32,2020-02-11-10-36,1,0,0.5,1,5,62,0.000694444,0.000694444,0.002777778
1143537,2020,2,11,2020-02-11-11-39,2020-02-11-11-41,2020-02-11-11-43,2020-02-11-11-46,2020-02-11-11-38,2020-02-11-11-41,2020-02-11-11-42,2020-02-11-11-46,2,0,0.5,1,6,63,0.002083333,0.000694444,0.002777778
1143539,2020,2,11,2020-02-11-12-50,2020-02-11-12-52,2020-02-11-12-54,2020-02-11-12-57,2020-02-11-12-52,2020-02-11-12-55,2020-02-11-12-59,2020-02-11-13-02,1,1,0.5,0,7,64,0.002083333,0.002777778,0.002083333
1143541,2020,2,11,2020-02-11-14-01,2020-02-11-14-03,2020-02-11-14-05,2020-02-11-14-08,2020-02-11-14-01,2020-02-11-14-02,2020-02-11-14-04,2020-02-11-14-07,0.5,0.5,1,1,8,65,0.000694444,0.001388889,0.002083333
1143543,2020,2,11,2020-02-11-15-12,2020-02-11-15-14,2020-02-11-15-16,2020-02-11-15-19,2020-02-11-15-12,2020-02-11-15-14,2020-02-11-15-15,2020-02-11-15-19,0.5,0.5,0,1,9,66,0.001388889,0.000694444,0.002777778
1143545,2020,2,11,2020-02-11-16-29,2020-02-11-16-31,2020-02-11-16-33,2020-02-11-16-36,2020-02-11-16-29,2020-02-11-16-32,2020-02-11-16-33,2020-02-11-16-37,2,0,1,1,10,67,0.002083333,0.000694444,0.002777778
1143547,2020,2,11,2020-02-11-17-41,2020-02-11-17-43,2020-02-11-17-45,2020-02-11-17-48,2020-02-11-17-48,2020-02-11-17-50,2020-02-11-17-55,2020-02-11-18-00,1,2,2,1,11,68,0.001388889,0.003472222,0.003472222
1143549,2020,2,11,2020-02-11-18-52,2020-02-11-18-54,2020-02-11-18-56,2020-02-11-18-59,2020-02-11-19-02,2020-02-11-19-04,2020-02-11-19-07,2020-02-11-19-11,1,1,2,1,12,69,0.001388889,0.002083333,0.002777778
1143551,2020,2,11,2020-02-11-19-59,2020-02-11-20-00,2020-02-11-20-02,2020-02-11-20-04,2020-02-11-20-18,2020-02-11-20-20,2020-02-11-20-21,2020-02-11-20-25,1,0.5,0,1,13,70,0.001388889,0.000694444,0.002777778
1143553,2020,2,11,2020-02-11-21-10,2020-02-11-21-11,2020-02-11-21-13,2020-02-11-21-15,2020-02-11-21-28,2020-02-11-21-29,2020-02-11-21-30,2020-02-11-21-33,1,0,0,1,14,71,0.000694444,0.000694444,0.002083333
1143527,2020,2,12,2020-02-12-05-30,2020-02-12-05-31,2020-02-12-05-33,2020-02-12-05-35,2020-02-12-05-30,2020-02-12-05-31,2020-02-12-05-32,2020-02-12-05-35,0,0,0.5,1,1,72,0.000694444,0.000694444,0.002083333
1143529,2020,2,12,2020-02-12-06-42,2020-02-12-06-43,2020-02-12-06-45,2020-02-12-06-47,2020-02-12-06-42,2020-02-12-06-44,2020-02-12-06-45,2020-02-12-06-48,1,0,0.5,1,2,73,0.001388889,0.000694444,0.002083333
1143531,2020,2,12,2020-02-12-07-44,2020-02-12-07-46,2020-02-12-07-48,2020-02-12-07-51,2020-02-12-07-53,2020-02-12-07-55,2020-02-12-07-56,2020-02-12-07-58,1,0,1,0.5,3,74,0.001388889,0.000694444,0.001388889
1143533,2020,2,12,2020-02-12-08-58,2020-02-12-09-00,2020-02-12-09-02,2020-02-12-09-05,2020-02-12-09-04,2020-02-12-09-06,2020-02-12-09-07,2020-02-12-09-10,1,0.5,0,1,4,75,0.001388889,0.000694444,0.002083333
1143535,2020,2,12,2020-02-12-10-28,2020-02-12-10-30,2020-02-12-10-32,2020-02-12-10-35,2020-02-12-10-27,2020-02-12-10-29,2020-02-12-10-31,2020-02-12-10-34,1,1,1,1,5,76,0.001388889,0.001388889,0.002083333
1143537,2020,2,12,2020-02-12-11-39,2020-02-12-11-41,2020-02-12-11-43,2020-02-12-11-46,2020-02-12-11-39,2020-02-12-11-41,2020-02-12-11-43,2020-02-12-11-48,1,0.5,1,1,6,77,0.001388889,0.001388889,0.003472222
1143539,2020,2,12,2020-02-12-12-50,2020-02-12-12-52,2020-02-12-12-54,2020-02-12-12-57,2020-02-12-12-50,2020-02-12-12-53,2020-02-12-12-54,2020-02-12-12-56,2,0,1,0.5,7,78,0.002083333,0.000694444,0.001388889
1143541,2020,2,12,2020-02-12-14-01,2020-02-12-14-03,2020-02-12-14-05,2020-02-12-14-08,2020-02-12-14-00,2020-02-12-14-03,2020-02-12-14-04,2020-02-12-14-07,1.5,0,1,1,8,79,0.002083333,0.000694444,0.002083333
1143543,2020,2,12,2020-02-12-15-12,2020-02-12-15-14,2020-02-12-15-16,2020-02-12-15-19,2020-02-12-15-11,2020-02-12-15-14,2020-02-12-15-15,2020-02-12-15-19,1,0,0.5,0.5,9,80,0.002083333,0.000694444,0.002777778
1143545,2020,2,12,2020-02-12-16-29,2020-02-12-16-31,2020-02-12-16-33,2020-02-12-16-36,2020-02-12-16-28,2020-02-12-16-30,2020-02-12-16-32,2020-02-12-16-35,0,1,1,1,10,81,0.001388889,0.001388889,0.002083333
1143547,2020,2,12,2020-02-12-17-41,2020-02-12-17-43,2020-02-12-17-45,2020-02-12-17-48,2020-02-12-17-44,2020-02-12-17-46,2020-02-12-17-48,2020-02-12-17-54,0.5,0,2,1,11,82,0.001388889,0.001388889,0.004166667
1143549,2020,2,12,2020-02-12-18-52,2020-02-12-18-54,2020-02-12-18-56,2020-02-12-18-59,2020-02-12-18-54,2020-02-12-18-56,2020-02-12-18-57,2020-02-12-19-03,0,0.5,2,1,12,83,0.001388889,0.000694444,0.004166667
1143551,2020,2,12,2020-02-12-19-59,2020-02-12-20-00,2020-02-12-20-02,2020-02-12-20-04,2020-02-12-20-00,2020-02-12-20-03,2020-02-12-20-04,2020-02-12-20-07,1,0.5,1,1,13,84,0.002083333,0.000694444,0.002083333
1143553,2020,2,12,2020-02-12-21-10,2020-02-12-21-11,2020-02-12-21-13,2020-02-12-21-15,2020-02-12-21-09,2020-02-12-21-11,2020-02-12-21-12,2020-02-12-21-15,1,0,0.5,0.5,14,85,0.001388889,0.000694444,0.002083333
1143527,2020,2,13,2020-02-13-05-30,2020-02-13-05-31,2020-02-13-05-33,2020-02-13-05-35,2020-02-13-05-29,2020-02-13-05-30,2020-02-13-05-32,2020-02-13-05-34,0.5,0,0,0,1,86,0.000694444,0.001388889,0.001388889
1143529,2020,2,13,2020-02-13-06-42,2020-02-13-06-43,2020-02-13-06-45,2020-02-13-06-47,2020-02-13-06-44,2020-02-13-06-45,2020-02-13-06-46,2020-02-13-06-50,0,0,0.5,1,2,87,0.000694444,0.000694444,0.002777778
1143531,2020,2,13,2020-02-13-07-44,2020-02-13-07-46,2020-02-13-07-48,2020-02-13-07-51,2020-02-13-07-46,2020-02-13-07-48,2020-02-13-07-50,2020-02-13-07-52,1,0.5,1,1,3,88,0.001388889,0.001388889,0.001388889
1143533,2020,2,13,2020-02-13-08-58,2020-02-13-09-00,2020-02-13-09-02,2020-02-13-09-05,2020-02-13-09-08,2020-02-13-09-09,2020-02-13-09-11,2020-02-13-09-14,0.5,0.5,0,0,4,89,0.000694444,0.001388889,0.002083333
1143535,2020,2,13,2020-02-13-10-28,2020-02-13-10-30,2020-02-13-10-32,2020-02-13-10-35,2020-02-13-10-27,2020-02-13-10-29,2020-02-13-10-31,2020-02-13-10-34,1,1,0,1,5,90,0.001388889,0.001388889,0.002083333
1143537,2020,2,13,2020-02-13-11-39,2020-02-13-11-41,2020-02-13-11-43,2020-02-13-11-46,2020-02-13-11-39,2020-02-13-11-41,2020-02-13-11-42,2020-02-13-11-44,1,1,1,0.5,6,91,0.001388889,0.000694444,0.001388889
1143539,2020,2,13,2020-02-13-12-50,2020-02-13-12-52,2020-02-13-12-54,2020-02-13-12-57,2020-02-13-12-50,2020-02-13-12-51,2020-02-13-12-53,2020-02-13-12-56,1,0.5,1,1,7,92,0.000694444,0.001388889,0.002083333
1143541,2020,2,13,2020-02-13-14-01,2020-02-13-14-03,2020-02-13-14-05,2020-02-13-14-08,2020-02-13-14-01,2020-02-13-14-03,2020-02-13-14-05,2020-02-13-14-10,2,1,1,1,8,93,0.001388889,0.001388889,0.003472222
1143543,2020,2,13,2020-02-13-15-12,2020-02-13-15-14,2020-02-13-15-16,2020-02-13-15-19,2020-02-13-15-12,2020-02-13-15-15,2020-02-13-15-16,2020-02-13-15-21,2,0.5,1,1,9,94,0.002083333,0.000694444,0.003472222
1143545,2020,2,13,2020-02-13-16-29,2020-02-13-16-31,2020-02-13-16-33,2020-02-13-16-36,2020-02-13-16-29,2020-02-13-16-31,2020-02-13-16-32,2020-02-13-16-35,1,0.5,1,1,10,95,0.001388889,0.000694444,0.002083333
1143547,2020,2,13,2020-02-13-17-41,2020-02-13-17-43,2020-02-13-17-45,2020-02-13-17-48,2020-02-13-17-48,2020-02-13-17-54,2020-02-13-17-56,2020-02-13-18-02,2,1,2,1,11,96,0.004166667,0.001388889,0.004166667
1143549,2020,2,13,2020-02-13-18-52,2020-02-13-18-54,2020-02-13-18-56,2020-02-13-18-59,2020-02-13-19-00,2020-02-13-19-02,2020-02-13-19-06,2020-02-13-19-09,2,1,2,1,12,97,0.001388889,0.002777778,0.002083333
1143551,2020,2,13,2020-02-13-19-59,2020-02-13-20-00,2020-02-13-20-02,2020-02-13-20-04,2020-02-13-20-02,2020-02-13-20-04,2020-02-13-20-05,2020-02-13-20-07,2,0,1,0,13,98,0.001388889,0.000694444,0.001388889
1143553,2020,2,13,2020-02-13-21-10,2020-02-13-21-11,2020-02-13-21-13,2020-02-13-21-15,2020-02-13-21-10,2020-02-13-21-11,2020-02-13-21-12,2020-02-13-21-15,0,1,0,1,14,99,0.000694444,0.000694444,0.002083333
1143527,2020,2,14,2020-02-14-05-30,2020-02-14-05-31,2020-02-14-05-33,2020-02-14-05-35,2020-02-14-05-30,2020-02-14-05-31,2020-02-14-05-32,2020-02-14-05-35,0,1,0,0,1,1,0.000694444,0.000694444,0.002083333
1143529,2020,2,14,2020-02-14-06-42,2020-02-14-06-43,2020-02-14-06-45,2020-02-14-06-47,2020-02-14-06-42,2020-02-14-06-43,2020-02-14-06-44,2020-02-14-06-48,0,0,0,1,2,2,0.000694444,0.000694444,0.002777778
1143531,2020,2,14,2020-02-14-07-44,2020-02-14-07-46,2020-02-14-07-48,2020-02-14-07-51,2020-02-14-07-54,2020-02-14-07-56,2020-02-14-07-57,2020-02-14-08-00,1,1,0,1,3,3,0.001388889,0.000694444,0.002083333
1143533,2020,2,14,2020-02-14-08-58,2020-02-14-09-00,2020-02-14-09-02,2020-02-14-09-05,2020-02-14-08-59,2020-02-14-09-01,2020-02-14-09-03,2020-02-14-09-06,1,0.5,0.5,0,4,4,0.001388889,0.001388889,0.002083333
1143535,2020,2,14,2020-02-14-10-28,2020-02-14-10-30,2020-02-14-10-32,2020-02-14-10-35,2020-02-14-10-28,2020-02-14-10-29,2020-02-14-10-31,2020-02-14-10-34,0,0.5,1,1,5,5,0.000694444,0.001388889,0.002083333
1143537,2020,2,14,2020-02-14-11-39,2020-02-14-11-41,2020-02-14-11-43,2020-02-14-11-46,2020-02-14-11-40,2020-02-14-11-42,2020-02-14-11-43,2020-02-14-11-46,2,0,1,0.5,6,6,0.001388889,0.000694444,0.002083333
1143539,2020,2,14,2020-02-14-12-50,2020-02-14-12-52,2020-02-14-12-54,2020-02-14-12-57,2020-02-14-12-49,2020-02-14-12-51,2020-02-14-12-53,2020-02-14-12-56,1.5,0.5,2,1,7,7,0.001388889,0.001388889,0.002083333
1143541,2020,2,14,2020-02-14-14-01,2020-02-14-14-03,2020-02-14-14-05,2020-02-14-14-08,2020-02-14-14-00,2020-02-14-14-02,2020-02-14-14-04,2020-02-14-14-07,2,1,1,1,8,8,0.001388889,0.001388889,0.002083333
1143543,2020,2,14,2020-02-14-15-12,2020-02-14-15-14,2020-02-14-15-16,2020-02-14-15-19,2020-02-14-15-12,2020-02-14-15-14,2020-02-14-15-15,2020-02-14-15-19,2,0.5,2,0,9,9,0.001388889,0.000694444,0.002777778
1143545,2020,2,14,2020-02-14-16-29,2020-02-14-16-31,2020-02-14-16-33,2020-02-14-16-36,2020-02-14-16-28,2020-02-14-16-31,2020-02-14-16-32,2020-02-14-16-36,1.5,1,1,1,10,10,0.002083333,0.000694444,0.002777778
1143547,2020,2,14,2020-02-14-17-41,2020-02-14-17-43,2020-02-14-17-45,2020-02-14-17-48,2020-02-14-17-50,2020-02-14-17-52,2020-02-14-17-55,2020-02-14-18-00,1,0,2.5,1,11,11,0.001388889,0.002083333,0.003472222
1143549,2020,2,14,2020-02-14-18-52,2020-02-14-18-54,2020-02-14-18-56,2020-02-14-18-59,2020-02-14-19-04,2020-02-14-19-06,2020-02-14-19-07,2020-02-14-19-10,1,0,1,0,12,12,0.001388889,0.000694444,0.002083333
